# BASE TAA TAG TGA
# colour 0:0:0 230:25:75 60:180:75
# label TAA TAG TGA
# name black red green
421 9.0 7.0 4.0
422 9.0 7.0 4.0
423 8.0 7.0 4.0
424 8.0 7.0 4.0
425 9.0 7.0 4.0
426 9.0 7.0 4.0
427 9.0 7.0 4.0
428 9.0 7.0 4.0
429 9.0 7.0 4.0
430 9.0 7.0 3.0
431 9.0 7.0 3.0
432 9.0 7.0 3.0
433 9.0 7.0 3.0
434 9.0 7.0 3.0
435 9.0 8.0 3.0
436 9.0 8.0 3.0
437 9.0 8.0 3.0
438 9.0 8.0 3.0
439 9.0 8.0 3.0
440 9.0 8.0 3.0
441 9.0 8.0 3.0
442 8.0 8.0 3.0
443 8.0 8.0 3.0
444 8.0 8.0 3.0
445 9.0 8.0 3.0
446 9.0 8.0 3.0
447 9.0 8.0 3.0
448 9.0 8.0 3.0
449 10.0 8.0 3.0
450 10.0 8.0 3.0
451 10.0 8.0 3.0
452 10.0 8.0 3.0
453 10.0 8.0 3.0
454 10.0 7.0 3.0
455 10.0 7.0 3.0
456 10.0 7.0 3.0
457 10.0 7.0 3.0
458 10.0 7.0 3.0
459 10.0 7.0 3.0
460 10.0 7.0 3.0
461 11.0 7.0 3.0
462 11.0 7.0 3.0
463 11.0 7.0 2.0
464 11.0 7.0 2.0
465 11.0 7.0 2.0
466 11.0 7.0 2.0
467 11.0 7.0 2.0
468 11.0 7.0 2.0
469 11.0 7.0 2.0
470 11.0 7.0 3.0
471 11.0 7.0 3.0
472 11.0 7.0 3.0
473 11.0 7.0 3.0
474 11.0 7.0 3.0
475 11.0 7.0 3.0
476 12.0 7.0 3.0
477 12.0 7.0 3.0
478 12.0 7.0 3.0
479 12.0 7.0 3.0
480 12.0 7.0 3.0
481 12.0 7.0 3.0
482 12.0 7.0 3.0
483 12.0 7.0 3.0
484 12.0 7.0 3.0
485 12.0 7.0 3.0
486 12.0 7.0 3.0
487 13.0 7.0 3.0
488 13.0 7.0 3.0
489 13.0 7.0 3.0
490 13.0 7.0 3.0
491 13.0 8.0 3.0
492 13.0 8.0 3.0
493 13.0 8.0 3.0
494 13.0 8.0 3.0
495 13.0 8.0 3.0
496 13.0 8.0 3.0
497 13.0 8.0 3.0
498 13.0 8.0 3.0
499 13.0 8.0 3.0
500 14.0 8.0 2.0
501 14.0 8.0 2.0
502 14.0 8.0 2.0
503 14.0 8.0 2.0
504 14.0 8.0 2.0
505 14.0 8.0 2.0
506 14.0 8.0 2.0
507 14.0 8.0 2.0
508 14.0 8.0 2.0
509 14.0 8.0 2.0
510 13.0 8.0 2.0
511 14.0 8.0 2.0
512 14.0 8.0 2.0
513 13.0 8.0 2.0
514 13.0 8.0 2.0
515 13.0 8.0 2.0
516 13.0 8.0 2.0
517 13.0 8.0 2.0
518 13.0 8.0 2.0
519 13.0 8.0 2.0
520 13.0 8.0 2.0
521 13.0 8.0 2.0
522 13.0 8.0 2.0
523 13.0 8.0 2.0
524 13.0 8.0 2.0
525 12.0 8.0 2.0
526 12.0 8.0 2.0
527 12.0 8.0 2.0
528 12.0 8.0 2.0
529 12.0 8.0 2.0
530 12.0 8.0 2.0
531 12.0 8.0 2.0
532 12.0 8.0 2.0
533 12.0 8.0 2.0
534 12.0 7.0 2.0
535 12.0 7.0 2.0
536 12.0 7.0 2.0
537 12.0 7.0 2.0
538 12.0 7.0 2.0
539 12.0 7.0 2.0
540 12.0 7.0 2.0
541 12.0 7.0 2.0
542 12.0 7.0 2.0
543 12.0 7.0 2.0
544 12.0 8.0 2.0
545 12.0 8.0 2.0
546 12.0 8.0 2.0
547 12.0 8.0 2.0
548 12.0 8.0 2.0
549 12.0 8.0 2.0
550 12.0 8.0 2.0
551 12.0 8.0 2.0
552 12.0 8.0 2.0
553 12.0 8.0 2.0
554 12.0 7.0 2.0
555 12.0 7.0 2.0
556 12.0 7.0 2.0
557 12.0 7.0 2.0
558 12.0 7.0 2.0
559 13.0 7.0 2.0
560 13.0 7.0 2.0
561 12.0 7.0 2.0
562 12.0 7.0 3.0
563 12.0 7.0 3.0
564 12.0 7.0 3.0
565 12.0 7.0 3.0
566 12.0 7.0 3.0
567 12.0 7.0 3.0
568 13.0 7.0 3.0
569 13.0 7.0 3.0
570 13.0 6.0 3.0
571 13.0 6.0 3.0
572 13.0 6.0 3.0
573 13.0 6.0 3.0
574 13.0 6.0 3.0
575 13.0 6.0 3.0
576 13.0 6.0 3.0
577 13.0 6.0 3.0
578 13.0 6.0 3.0
579 12.0 6.0 3.0
580 12.0 6.0 3.0
581 12.0 6.0 3.0
582 12.0 6.0 3.0
583 12.0 6.0 3.0
584 12.0 6.0 3.0
585 11.0 6.0 3.0
586 11.0 6.0 3.0
587 11.0 6.0 3.0
588 11.0 5.0 3.0
589 11.0 5.0 3.0
590 11.0 5.0 3.0
591 11.0 5.0 3.0
592 11.0 5.0 3.0
593 11.0 5.0 3.0
594 11.0 5.0 3.0
595 11.0 5.0 3.0
596 11.0 5.0 3.0
597 11.0 5.0 3.0
598 11.0 5.0 3.0
599 12.0 5.0 3.0
600 12.0 5.0 3.0
601 12.0 5.0 3.0
602 12.0 5.0 3.0
603 12.0 5.0 3.0
604 12.0 5.0 3.0
605 12.0 5.0 3.0
606 12.0 5.0 3.0
607 12.0 5.0 3.0
608 12.0 5.0 3.0
609 12.0 5.0 2.0
610 12.0 5.0 2.0
611 12.0 6.0 2.0
612 12.0 6.0 2.0
613 12.0 5.0 2.0
614 12.0 5.0 2.0
615 12.0 5.0 2.0
616 12.0 5.0 2.0
617 12.0 5.0 2.0
618 11.0 5.0 2.0
619 11.0 5.0 2.0
620 12.0 5.0 2.0
621 12.0 5.0 2.0
622 12.0 5.0 2.0
623 12.0 5.0 2.0
624 12.0 5.0 2.0
625 12.0 5.0 2.0
626 12.0 5.0 2.0
627 12.0 5.0 2.0
628 12.0 5.0 2.0
629 12.0 5.0 2.0
630 12.0 5.0 2.0
631 12.0 5.0 2.0
632 12.0 5.0 2.0
633 11.0 5.0 2.0
634 11.0 5.0 2.0
635 11.0 5.0 2.0
636 11.0 5.0 2.0
637 11.0 5.0 2.0
638 11.0 5.0 3.0
639 11.0 5.0 3.0
640 11.0 5.0 3.0
641 11.0 5.0 3.0
642 11.0 5.0 3.0
643 11.0 4.0 3.0
644 11.0 4.0 3.0
645 11.0 4.0 3.0
646 11.0 4.0 3.0
647 11.0 4.0 3.0
648 11.0 4.0 3.0
649 11.0 4.0 3.0
650 12.0 4.0 3.0
651 12.0 4.0 3.0
652 12.0 4.0 3.0
653 11.0 4.0 3.0
654 11.0 4.0 3.0
655 11.0 4.0 3.0
656 12.0 4.0 3.0
657 11.0 4.0 3.0
658 11.0 4.0 3.0
659 11.0 4.0 3.0
660 11.0 4.0 3.0
661 11.0 4.0 3.0
662 11.0 4.0 3.0
663 11.0 4.0 3.0
664 11.0 4.0 3.0
665 11.0 4.0 3.0
666 11.0 4.0 3.0
667 12.0 4.0 3.0
668 12.0 4.0 3.0
669 11.0 4.0 3.0
670 11.0 4.0 3.0
671 11.0 4.0 3.0
672 11.0 4.0 3.0
673 11.0 4.0 3.0
674 11.0 4.0 3.0
675 11.0 4.0 3.0
676 11.0 5.0 3.0
677 11.0 5.0 3.0
678 11.0 5.0 2.0
679 11.0 5.0 2.0
680 12.0 5.0 2.0
681 12.0 5.0 2.0
682 12.0 5.0 2.0
683 12.0 5.0 2.0
684 11.0 5.0 2.0
685 11.0 5.0 2.0
686 11.0 5.0 2.0
687 11.0 5.0 2.0
688 11.0 5.0 2.0
689 11.0 5.0 2.0
690 11.0 5.0 2.0
691 11.0 5.0 2.0
692 11.0 5.0 2.0
693 11.0 5.0 2.0
694 11.0 5.0 2.0
695 10.0 5.0 2.0
696 10.0 5.0 2.0
697 10.0 5.0 2.0
698 11.0 5.0 2.0
699 11.0 4.0 2.0
700 11.0 4.0 2.0
701 11.0 4.0 2.0
702 11.0 4.0 2.0
703 11.0 5.0 2.0
704 11.0 5.0 2.0
705 11.0 5.0 2.0
706 11.0 5.0 2.0
707 11.0 5.0 2.0
708 10.0 5.0 2.0
709 10.0 5.0 2.0
710 10.0 5.0 2.0
711 10.0 5.0 2.0
712 10.0 5.0 2.0
713 10.0 5.0 2.0
714 10.0 5.0 2.0
715 10.0 5.0 2.0
716 10.0 5.0 2.0
717 10.0 5.0 2.0
718 10.0 5.0 2.0
719 9.0 5.0 2.0
720 9.0 5.0 2.0
721 9.0 5.0 2.0
722 9.0 5.0 2.0
723 9.0 5.0 2.0
724 9.0 5.0 2.0
725 9.0 6.0 2.0
726 9.0 6.0 2.0
727 9.0 6.0 2.0
728 9.0 6.0 2.0
729 9.0 6.0 2.0
730 9.0 7.0 2.0
731 9.0 7.0 2.0
732 9.0 7.0 2.0
733 9.0 7.0 2.0
734 9.0 7.0 2.0
735 9.0 7.0 2.0
736 9.0 7.0 2.0
737 9.0 7.0 3.0
738 9.0 7.0 3.0
739 9.0 7.0 3.0
740 9.0 7.0 3.0
741 9.0 7.0 3.0
742 9.0 7.0 3.0
743 9.0 7.0 3.0
744 9.0 7.0 3.0
745 10.0 7.0 3.0
746 10.0 7.0 3.0
747 10.0 6.0 3.0
748 10.0 6.0 3.0
749 10.0 6.0 3.0
750 10.0 6.0 3.0
751 10.0 6.0 3.0
752 10.0 5.0 3.0
753 10.0 5.0 3.0
754 11.0 5.0 3.0
755 11.0 5.0 3.0
756 11.0 5.0 3.0
757 12.0 5.0 3.0
758 12.0 5.0 3.0
759 12.0 5.0 3.0
760 12.0 5.0 3.0
761 12.0 5.0 3.0
762 12.0 5.0 3.0
763 12.0 5.0 3.0
764 12.0 5.0 3.0
765 12.0 5.0 3.0
766 12.0 5.0 3.0
767 11.0 5.0 3.0
768 11.0 5.0 3.0
769 12.0 5.0 3.0
770 12.0 5.0 2.0
771 12.0 5.0 2.0
772 12.0 5.0 2.0
773 12.0 5.0 2.0
774 12.0 5.0 2.0
775 12.0 5.0 2.0
776 11.0 5.0 2.0
777 11.0 5.0 2.0
778 11.0 5.0 2.0
779 11.0 5.0 2.0
780 11.0 5.0 2.0
781 11.0 5.0 2.0
782 11.0 5.0 2.0
783 11.0 5.0 2.0
784 11.0 5.0 2.0
785 11.0 5.0 2.0
786 11.0 5.0 2.0
787 11.0 5.0 2.0
788 11.0 5.0 2.0
789 11.0 5.0 2.0
790 11.0 5.0 2.0
791 11.0 5.0 2.0
792 11.0 5.0 2.0
793 11.0 5.0 2.0
794 11.0 5.0 2.0
795 11.0 5.0 2.0
796 11.0 6.0 2.0
797 11.0 6.0 2.0
798 11.0 6.0 2.0
799 11.0 6.0 2.0
800 11.0 6.0 3.0
801 11.0 6.0 3.0
802 11.0 6.0 3.0
803 11.0 6.0 3.0
804 11.0 6.0 3.0
805 12.0 6.0 3.0
806 12.0 6.0 3.0
807 11.0 6.0 3.0
808 11.0 7.0 3.0
809 11.0 7.0 3.0
810 11.0 7.0 3.0
811 11.0 7.0 3.0
812 11.0 7.0 3.0
813 11.0 7.0 3.0
814 11.0 7.0 3.0
815 11.0 7.0 3.0
816 11.0 7.0 3.0
817 11.0 7.0 3.0
818 11.0 7.0 3.0
819 11.0 6.0 3.0
820 11.0 6.0 3.0
821 11.0 6.0 3.0
822 11.0 6.0 3.0
823 11.0 6.0 3.0
824 11.0 6.0 3.0
825 11.0 6.0 3.0
826 11.0 6.0 3.0
827 11.0 6.0 3.0
828 10.0 6.0 3.0
829 10.0 6.0 3.0
830 10.0 6.0 3.0
831 10.0 6.0 3.0
832 10.0 6.0 3.0
833 10.0 6.0 3.0
834 10.0 6.0 3.0
835 10.0 6.0 3.0
836 11.0 6.0 3.0
837 11.0 6.0 3.0
838 11.0 6.0 3.0
839 11.0 6.0 3.0
840 11.0 6.0 3.0
841 11.0 6.0 3.0
842 11.0 6.0 3.0
843 11.0 6.0 3.0
844 11.0 6.0 3.0
845 11.0 6.0 3.0
846 11.0 6.0 2.0
847 11.0 6.0 2.0
848 11.0 6.0 2.0
849 11.0 7.0 2.0
850 11.0 7.0 2.0
851 11.0 7.0 2.0
852 11.0 7.0 2.0
853 11.0 7.0 2.0
854 11.0 7.0 2.0
855 11.0 7.0 2.0
856 11.0 7.0 2.0
857 11.0 7.0 2.0
858 10.0 7.0 2.0
859 10.0 7.0 2.0
860 11.0 7.0 2.0
861 11.0 7.0 2.0
862 11.0 7.0 2.0
863 11.0 7.0 2.0
864 10.0 7.0 2.0
865 10.0 7.0 2.0
866 10.0 7.0 2.0
867 10.0 7.0 2.0
868 10.0 7.0 2.0
869 10.0 7.0 2.0
870 10.0 7.0 2.0
871 10.0 7.0 2.0
872 10.0 7.0 2.0
873 10.0 7.0 2.0
874 10.0 7.0 2.0
875 9.0 7.0 2.0
876 9.0 7.0 2.0
877 9.0 7.0 2.0
878 9.0 7.0 2.0
879 9.0 7.0 2.0
880 9.0 7.0 2.0
881 9.0 7.0 3.0
882 9.0 7.0 3.0
883 9.0 7.0 3.0
884 9.0 6.0 3.0
885 9.0 6.0 3.0
886 9.0 6.0 3.0
887 9.0 6.0 3.0
888 8.0 6.0 3.0
889 8.0 6.0 3.0
890 8.0 6.0 3.0
891 8.0 6.0 3.0
892 8.0 6.0 3.0
893 9.0 6.0 3.0
894 9.0 6.0 3.0
895 9.0 6.0 3.0
896 9.0 6.0 3.0
897 9.0 6.0 3.0
898 9.0 6.0 3.0
899 9.0 6.0 3.0
900 9.0 6.0 3.0
901 9.0 6.0 3.0
902 10.0 6.0 3.0
903 10.0 6.0 3.0
904 10.0 6.0 3.0
905 10.0 6.0 3.0
906 9.0 7.0 3.0
907 9.0 7.0 3.0
908 9.0 7.0 3.0
909 9.0 7.0 3.0
910 9.0 7.0 3.0
911 10.0 6.0 3.0
912 10.0 6.0 3.0
913 10.0 6.0 3.0
914 10.0 6.0 3.0
915 10.0 6.0 3.0
916 10.0 6.0 3.0
917 10.0 6.0 3.0
918 10.0 6.0 3.0
919 10.0 6.0 3.0
920 10.0 6.0 3.0
921 10.0 6.0 3.0
922 10.0 6.0 3.0
923 10.0 6.0 3.0
924 10.0 6.0 3.0
925 10.0 6.0 3.0
926 10.0 6.0 3.0
927 10.0 6.0 3.0
928 10.0 6.0 3.0
929 10.0 6.0 3.0
930 10.0 6.0 3.0
931 10.0 6.0 3.0
932 10.0 6.0 3.0
933 10.0 5.0 3.0
934 10.0 5.0 3.0
935 10.0 5.0 4.0
936 10.0 5.0 4.0
937 10.0 5.0 4.0
938 10.0 4.0 4.0
939 10.0 4.0 4.0
940 10.0 5.0 4.0
941 10.0 5.0 4.0
942 10.0 5.0 4.0
943 11.0 5.0 4.0
944 11.0 5.0 4.0
945 11.0 5.0 3.0
946 11.0 5.0 3.0
947 11.0 5.0 3.0
948 11.0 5.0 3.0
949 11.0 5.0 3.0
950 11.0 5.0 3.0
951 11.0 5.0 3.0
952 11.0 5.0 3.0
953 11.0 5.0 3.0
954 11.0 5.0 3.0
955 11.0 5.0 3.0
956 12.0 5.0 3.0
957 12.0 5.0 3.0
958 12.0 5.0 3.0
959 13.0 5.0 3.0
960 13.0 5.0 3.0
961 13.0 5.0 3.0
962 12.0 5.0 3.0
963 12.0 5.0 3.0
964 12.0 5.0 3.0
965 11.0 5.0 3.0
966 11.0 5.0 3.0
967 11.0 5.0 3.0
968 11.0 5.0 3.0
969 11.0 5.0 3.0
970 11.0 5.0 3.0
971 11.0 5.0 3.0
972 11.0 5.0 3.0
973 11.0 5.0 3.0
974 11.0 5.0 3.0
975 11.0 5.0 3.0
976 11.0 5.0 3.0
977 10.0 5.0 3.0
978 10.0 5.0 3.0
979 10.0 5.0 3.0
980 10.0 5.0 3.0
981 10.0 5.0 3.0
982 10.0 5.0 3.0
983 10.0 5.0 4.0
984 10.0 5.0 4.0
985 10.0 5.0 4.0
986 10.0 5.0 4.0
987 10.0 5.0 4.0
988 10.0 5.0 4.0
989 10.0 5.0 4.0
990 10.0 5.0 4.0
991 10.0 5.0 5.0
992 10.0 5.0 5.0
993 10.0 5.0 5.0
994 10.0 5.0 5.0
995 10.0 5.0 5.0
996 10.0 6.0 5.0
997 10.0 6.0 5.0
998 10.0 6.0 5.0
999 10.0 6.0 5.0
1000 10.0 6.0 5.0
1001 10.0 6.0 5.0
1002 10.0 6.0 5.0
1003 10.0 7.0 5.0
1004 10.0 6.0 5.0
1005 10.0 6.0 5.0
1006 10.0 6.0 5.0
1007 10.0 6.0 5.0
1008 10.0 6.0 4.0
1009 10.0 6.0 4.0
1010 10.0 6.0 4.0
1011 10.0 6.0 4.0
1012 11.0 6.0 4.0
1013 10.0 6.0 4.0
1014 10.0 6.0 4.0
1015 10.0 6.0 4.0
1016 10.0 5.0 4.0
1017 10.0 5.0 4.0
1018 10.0 5.0 4.0
1019 10.0 5.0 4.0
1020 10.0 5.0 4.0
1021 10.0 5.0 4.0
1022 10.0 5.0 4.0
1023 10.0 5.0 4.0
1024 10.0 5.0 4.0
1025 11.0 5.0 4.0
1026 11.0 5.0 4.0
1027 11.0 5.0 4.0
1028 11.0 5.0 4.0
1029 11.0 5.0 4.0
1030 11.0 5.0 4.0
1031 12.0 5.0 4.0
1032 12.0 5.0 4.0
1033 12.0 5.0 4.0
1034 12.0 5.0 4.0
1035 12.0 5.0 4.0
1036 12.0 5.0 4.0
1037 12.0 5.0 4.0
1038 12.0 5.0 4.0
1039 12.0 5.0 4.0
1040 12.0 5.0 4.0
1041 12.0 5.0 4.0
1042 12.0 5.0 4.0
1043 12.0 5.0 4.0
1044 11.0 5.0 4.0
1045 11.0 5.0 4.0
1046 12.0 5.0 4.0
1047 12.0 5.0 4.0
1048 12.0 5.0 4.0
1049 12.0 5.0 4.0
1050 12.0 5.0 4.0
1051 12.0 5.0 4.0
1052 12.0 5.0 4.0
1053 12.0 5.0 4.0
1054 12.0 5.0 4.0
1055 12.0 5.0 4.0
1056 12.0 5.0 4.0
1057 12.0 4.0 4.0
1058 12.0 5.0 4.0
1059 12.0 5.0 4.0
1060 12.0 5.0 4.0
1061 12.0 5.0 4.0
1062 12.0 5.0 4.0
1063 12.0 5.0 4.0
1064 12.0 5.0 4.0
1065 12.0 5.0 4.0
1066 12.0 5.0 4.0
1067 12.0 5.0 4.0
1068 11.0 5.0 4.0
1069 11.0 5.0 4.0
1070 11.0 5.0 4.0
1071 11.0 5.0 4.0
1072 11.0 5.0 4.0
1073 11.0 5.0 4.0
1074 11.0 5.0 4.0
1075 11.0 6.0 4.0
1076 11.0 6.0 4.0
1077 11.0 6.0 4.0
1078 11.0 6.0 4.0
1079 11.0 6.0 4.0
1080 11.0 6.0 4.0
1081 11.0 6.0 4.0
1082 11.0 6.0 4.0
1083 11.0 6.0 4.0
1084 12.0 6.0 4.0
1085 12.0 6.0 4.0
1086 12.0 6.0 4.0
1087 13.0 6.0 4.0
1088 13.0 6.0 4.0
1089 13.0 6.0 3.0
1090 13.0 6.0 3.0
