# BASE TAG_all TGA_all TAA_all tag_minus_all_mean_cds tga_minus_all_mean_cds taa_minus_all_mean_cds
# colour 0:0:0 230:25:75 60:180:75 0:130:200 255:225:25 145:30:180
# label TAG_all TGA_all TAA_all tag_minus_all_mean_cds tga_minus_all_mean_cds taa_minus_all_mean_cds
# name black red green blue yellow purple
1087 56.0 63.0 72.0 0.0 0.0 0.0
1088 56.0 63.0 72.0 0.0 0.0 0.0
1089 56.0 63.0 72.0 0.0 0.0 0.0
1090 56.0 63.0 72.0 0.0 0.0 0.0
1091 56.0 62.0 70.0 0.0 0.0 0.0
1092 56.0 62.0 70.0 0.0 0.0 0.0
1093 56.0 62.0 70.0 0.0 0.0 0.0
1094 56.0 62.0 70.0 0.0 0.0 0.0
1095 56.0 62.0 70.0 0.0 0.0 0.0
1096 56.0 62.0 70.0 0.0 0.0 0.0
1097 56.0 62.0 70.0 0.0 0.0 0.0
1098 56.0 62.0 70.0 0.0 0.0 0.0
1099 56.0 62.0 70.0 0.0 0.0 0.0
1100 56.0 62.0 70.0 0.0 0.0 0.0
1101 56.0 62.0 70.0 0.0 0.0 0.0
1102 56.0 62.0 70.0 0.0 0.0 0.0
1103 56.0 62.0 70.0 0.0 0.0 0.0
1104 56.0 62.0 70.0 0.0 0.0 0.0
1105 56.0 62.0 70.0 0.0 0.0 0.0
1106 56.0 62.0 70.0 0.0 0.0 0.0
1107 56.0 62.0 70.0 0.0 0.0 0.0
1108 56.0 62.0 70.0 0.0 0.0 0.0
1109 56.0 62.0 70.0 0.0 0.0 0.0
1110 56.0 62.0 70.0 0.0 0.0 0.0
1111 56.0 62.0 70.0 0.0 0.0 0.0
1112 56.0 62.0 70.0 0.0 0.0 0.0
1113 56.0 62.0 70.0 0.0 0.0 0.0
1114 56.0 62.0 70.0 0.0 0.0 0.0
1115 56.0 62.0 70.0 0.0 0.0 0.0
1116 56.0 62.0 70.0 0.0 0.0 0.0
1117 56.0 62.0 70.0 0.0 0.0 0.0
1118 56.0 62.0 70.0 0.0 0.0 0.0
1119 56.0 62.0 70.0 0.0 0.0 0.0
1120 56.0 62.0 70.0 0.0 0.0 0.0
1121 56.0 61.0 69.0 0.0 0.0 0.0
1122 56.0 61.0 69.0 0.0 0.0 0.0
1123 56.0 61.0 69.0 0.0 0.0 0.0
1124 56.0 61.0 69.0 0.0 0.0 0.0
1125 56.0 61.0 69.0 0.0 0.0 0.0
1126 56.0 61.0 69.0 0.0 0.0 0.0
1127 56.0 61.0 69.0 0.0 0.0 0.0
1128 56.0 61.0 69.0 0.0 0.0 0.0
1129 56.0 61.0 69.0 0.0 0.0 0.0
1130 56.0 61.0 69.0 0.0 0.0 0.0
1131 56.0 61.0 69.0 0.0 0.0 0.0
1132 56.0 61.0 69.0 0.0 0.0 0.0
1133 56.0 61.0 69.0 0.0 0.0 0.0
1134 56.0 61.0 69.0 0.0 0.0 0.0
1135 56.0 61.0 69.0 0.0 0.0 0.0
1136 56.0 61.0 69.0 0.0 0.0 0.0
1137 56.0 61.0 69.0 0.0 0.0 0.0
1138 56.0 61.0 69.0 0.0 0.0 0.0
1139 56.0 61.0 69.0 0.0 0.0 0.0
1140 56.0 61.0 69.0 0.0 0.0 0.0
1141 56.0 61.0 69.0 0.0 0.0 0.0
1142 56.0 61.0 69.0 0.0 0.0 0.0
1143 56.0 61.0 69.0 0.0 0.0 0.0
1144 56.0 61.0 69.0 0.0 0.0 0.0
1145 56.0 61.0 69.0 0.0 0.0 0.0
1146 56.0 61.0 69.0 0.0 0.0 0.0
1147 56.0 61.0 69.0 0.0 0.0 0.0
1148 56.0 61.0 69.0 0.0 0.0 0.0
1149 56.0 61.0 69.0 0.0 0.0 0.0
1150 56.0 61.0 69.0 0.0 0.0 0.0
1151 57.0 59.0 68.0 0.0 0.0 0.0
1152 57.0 59.0 68.0 0.0 0.0 0.0
1153 57.0 59.0 68.0 0.0 0.0 0.0
1154 57.0 59.0 68.0 0.0 0.0 0.0
1155 57.0 59.0 68.0 0.0 0.0 0.0
1156 57.0 59.0 68.0 0.0 0.0 0.0
1157 57.0 59.0 68.0 0.0 0.0 0.0
1158 57.0 59.0 68.0 0.0 0.0 0.0
1159 57.0 59.0 68.0 0.0 0.0 0.0
1160 57.0 59.0 68.0 0.0 0.0 0.0
1161 57.0 59.0 68.0 0.0 0.0 0.0
1162 57.0 59.0 68.0 0.0 0.0 0.0
1163 57.0 59.0 68.0 0.0 0.0 0.0
1164 57.0 59.0 68.0 0.0 0.0 0.0
1165 57.0 59.0 68.0 0.0 0.0 0.0
1166 57.0 59.0 68.0 0.0 0.0 0.0
1167 57.0 59.0 68.0 0.0 0.0 0.0
1168 57.0 59.0 68.0 0.0 0.0 0.0
1169 57.0 59.0 68.0 0.0 0.0 0.0
1170 57.0 59.0 68.0 0.0 0.0 0.0
1171 57.0 59.0 68.0 0.0 0.0 0.0
1172 57.0 59.0 68.0 0.0 0.0 0.0
1173 57.0 59.0 68.0 0.0 0.0 0.0
1174 57.0 59.0 68.0 0.0 0.0 0.0
1175 57.0 59.0 68.0 0.0 0.0 0.0
1176 57.0 59.0 68.0 0.0 0.0 0.0
1177 57.0 59.0 68.0 0.0 0.0 0.0
1178 57.0 59.0 68.0 0.0 0.0 0.0
1179 57.0 59.0 68.0 0.0 0.0 0.0
1180 57.0 59.0 68.0 0.0 0.0 0.0
1181 58.0 59.0 68.0 0.0 0.0 0.0
1182 58.0 59.0 68.0 0.0 0.0 0.0
1183 58.0 59.0 68.0 0.0 0.0 0.0
1184 58.0 59.0 68.0 0.0 0.0 0.0
1185 58.0 59.0 68.0 0.0 0.0 0.0
1186 58.0 59.0 68.0 0.0 0.0 0.0
1187 58.0 59.0 68.0 0.0 0.0 0.0
1188 58.0 59.0 68.0 0.0 0.0 0.0
1189 58.0 59.0 68.0 0.0 0.0 0.0
1190 58.0 59.0 68.0 0.0 0.0 0.0
1191 58.0 59.0 68.0 0.0 0.0 0.0
1192 58.0 59.0 68.0 0.0 0.0 0.0
1193 58.0 59.0 68.0 0.0 0.0 0.0
1194 58.0 59.0 68.0 0.0 0.0 0.0
1195 58.0 59.0 68.0 0.0 0.0 0.0
1196 58.0 59.0 68.0 0.0 0.0 0.0
1197 58.0 59.0 68.0 0.0 0.0 0.0
1198 58.0 59.0 68.0 0.0 0.0 0.0
1199 58.0 59.0 68.0 0.0 0.0 0.0
1200 58.0 59.0 68.0 0.0 0.0 0.0
1201 58.0 59.0 68.0 0.0 0.0 0.0
1202 58.0 59.0 68.0 0.0 0.0 0.0
1203 58.0 59.0 68.0 0.0 0.0 0.0
1204 58.0 59.0 68.0 0.0 0.0 0.0
1205 58.0 59.0 68.0 0.0 0.0 0.0
1206 58.0 59.0 68.0 0.0 0.0 0.0
1207 58.0 59.0 68.0 0.0 0.0 0.0
1208 58.0 59.0 68.0 0.0 0.0 0.0
1209 58.0 59.0 68.0 0.0 0.0 0.0
1210 58.0 59.0 68.0 0.0 0.0 0.0
1211 59.0 59.0 67.0 0.0 0.0 0.0
1212 59.0 59.0 67.0 0.0 0.0 0.0
1213 59.0 59.0 67.0 0.0 0.0 0.0
1214 59.0 59.0 67.0 0.0 0.0 0.0
1215 59.0 59.0 67.0 0.0 0.0 0.0
1216 59.0 59.0 67.0 0.0 0.0 0.0
1217 59.0 59.0 67.0 0.0 0.0 0.0
1218 59.0 59.0 67.0 0.0 0.0 0.0
1219 59.0 59.0 67.0 0.0 0.0 0.0
1220 59.0 59.0 67.0 0.0 0.0 0.0
1221 59.0 59.0 67.0 0.0 0.0 0.0
1222 59.0 59.0 67.0 0.0 0.0 0.0
1223 59.0 59.0 67.0 0.0 0.0 0.0
1224 59.0 59.0 67.0 0.0 0.0 0.0
1225 59.0 59.0 67.0 0.0 0.0 0.0
1226 59.0 59.0 67.0 0.0 0.0 0.0
1227 59.0 59.0 67.0 0.0 0.0 0.0
1228 59.0 59.0 67.0 0.0 0.0 0.0
1229 59.0 59.0 67.0 0.0 0.0 0.0
1230 59.0 59.0 67.0 0.0 0.0 0.0
1231 59.0 59.0 67.0 0.0 0.0 0.0
1232 59.0 59.0 67.0 0.0 0.0 0.0
1233 59.0 59.0 67.0 0.0 0.0 0.0
1234 59.0 59.0 67.0 0.0 0.0 0.0
1235 59.0 59.0 67.0 0.0 0.0 0.0
1236 59.0 59.0 67.0 0.0 0.0 0.0
1237 59.0 59.0 67.0 0.0 0.0 0.0
1238 59.0 59.0 67.0 0.0 0.0 0.0
1239 59.0 59.0 67.0 0.0 0.0 0.0
1240 59.0 59.0 67.0 0.0 0.0 0.0
1241 58.0 60.0 66.0 0.0 0.0 0.0
1242 58.0 60.0 66.0 0.0 0.0 0.0
1243 58.0 60.0 66.0 0.0 0.0 0.0
1244 58.0 60.0 66.0 0.0 0.0 0.0
1245 58.0 60.0 66.0 0.0 0.0 0.0
1246 58.0 60.0 66.0 0.0 0.0 0.0
1247 58.0 60.0 66.0 0.0 0.0 0.0
1248 58.0 60.0 66.0 0.0 0.0 0.0
1249 58.0 60.0 66.0 0.0 0.0 0.0
1250 58.0 60.0 66.0 0.0 0.0 0.0
1251 58.0 60.0 66.0 0.0 0.0 0.0
1252 58.0 60.0 66.0 0.0 0.0 0.0
1253 58.0 60.0 66.0 0.0 0.0 0.0
1254 58.0 60.0 66.0 0.0 0.0 0.0
1255 58.0 60.0 66.0 0.0 0.0 0.0
1256 58.0 60.0 66.0 0.0 0.0 0.0
1257 58.0 60.0 66.0 0.0 0.0 0.0
1258 58.0 60.0 66.0 0.0 0.0 0.0
1259 58.0 60.0 66.0 0.0 0.0 0.0
1260 58.0 60.0 66.0 0.0 0.0 0.0
1261 58.0 60.0 66.0 0.0 0.0 0.0
1262 58.0 60.0 66.0 0.0 0.0 0.0
1263 58.0 60.0 66.0 0.0 0.0 0.0
1264 58.0 60.0 66.0 0.0 0.0 0.0
1265 58.0 60.0 66.0 0.0 0.0 0.0
1266 58.0 60.0 66.0 0.0 0.0 0.0
1267 58.0 60.0 66.0 0.0 0.0 0.0
1268 58.0 60.0 66.0 0.0 0.0 0.0
1269 58.0 60.0 66.0 0.0 0.0 0.0
1270 58.0 60.0 66.0 0.0 0.0 0.0
1271 59.0 59.0 65.0 0.0 0.0 0.0
1272 59.0 59.0 65.0 0.0 0.0 0.0
1273 59.0 59.0 65.0 0.0 0.0 0.0
1274 59.0 59.0 65.0 0.0 0.0 0.0
1275 59.0 59.0 65.0 0.0 0.0 0.0
1276 59.0 59.0 65.0 0.0 0.0 0.0
1277 59.0 59.0 65.0 0.0 0.0 0.0
1278 59.0 59.0 65.0 0.0 0.0 0.0
1279 59.0 59.0 65.0 0.0 0.0 0.0
1280 59.0 59.0 65.0 0.0 0.0 0.0
1281 59.0 59.0 65.0 0.0 0.0 0.0
1282 59.0 59.0 65.0 0.0 0.0 0.0
1283 59.0 59.0 65.0 0.0 0.0 0.0
1284 59.0 59.0 65.0 0.0 0.0 0.0
1285 59.0 59.0 65.0 0.0 0.0 0.0
1286 59.0 59.0 65.0 0.0 0.0 0.0
1287 59.0 59.0 65.0 0.0 0.0 0.0
1288 59.0 59.0 65.0 0.0 0.0 0.0
1289 59.0 59.0 65.0 0.0 0.0 0.0
1290 59.0 59.0 65.0 0.0 0.0 0.0
1291 59.0 59.0 65.0 0.0 0.0 0.0
1292 59.0 59.0 65.0 0.0 0.0 0.0
1293 59.0 59.0 65.0 0.0 0.0 0.0
1294 59.0 59.0 65.0 0.0 0.0 0.0
1295 59.0 59.0 65.0 0.0 0.0 0.0
1296 59.0 59.0 65.0 0.0 0.0 0.0
1297 59.0 59.0 65.0 0.0 0.0 0.0
1298 59.0 59.0 65.0 0.0 0.0 0.0
1299 59.0 59.0 65.0 0.0 0.0 0.0
1300 59.0 59.0 65.0 0.0 0.0 0.0
1301 59.0 59.0 64.0 0.0 0.0 0.0
1302 59.0 59.0 64.0 0.0 0.0 0.0
1303 59.0 59.0 64.0 0.0 0.0 0.0
1304 59.0 59.0 64.0 0.0 0.0 0.0
1305 59.0 59.0 64.0 0.0 0.0 0.0
1306 59.0 59.0 64.0 0.0 0.0 0.0
1307 59.0 59.0 64.0 0.0 0.0 0.0
1308 59.0 59.0 64.0 0.0 0.0 0.0
1309 59.0 59.0 64.0 0.0 0.0 0.0
1310 59.0 59.0 64.0 0.0 0.0 0.0
1311 59.0 59.0 64.0 0.0 0.0 0.0
1312 59.0 59.0 64.0 0.0 0.0 0.0
1313 59.0 59.0 64.0 0.0 0.0 0.0
1314 59.0 59.0 64.0 0.0 0.0 0.0
1315 59.0 59.0 64.0 0.0 0.0 0.0
1316 59.0 59.0 64.0 0.0 0.0 0.0
1317 59.0 59.0 64.0 0.0 0.0 0.0
1318 59.0 59.0 64.0 0.0 0.0 0.0
1319 59.0 59.0 64.0 0.0 0.0 0.0
1320 59.0 59.0 64.0 0.0 0.0 0.0
1321 59.0 59.0 64.0 0.0 0.0 0.0
1322 59.0 59.0 64.0 0.0 0.0 0.0
1323 59.0 59.0 64.0 0.0 0.0 0.0
1324 59.0 59.0 64.0 0.0 0.0 0.0
1325 59.0 59.0 64.0 0.0 0.0 0.0
1326 59.0 59.0 64.0 0.0 0.0 0.0
1327 59.0 59.0 64.0 0.0 0.0 0.0
1328 59.0 59.0 64.0 0.0 0.0 0.0
1329 59.0 59.0 64.0 0.0 0.0 0.0
1330 59.0 59.0 64.0 0.0 0.0 0.0
1331 59.0 60.0 66.0 0.0 0.0 0.0
1332 59.0 60.0 66.0 0.0 0.0 0.0
1333 59.0 60.0 66.0 0.0 0.0 0.0
1334 59.0 60.0 66.0 0.0 0.0 0.0
1335 59.0 60.0 66.0 0.0 0.0 0.0
1336 59.0 60.0 66.0 0.0 0.0 0.0
1337 59.0 60.0 66.0 0.0 0.0 0.0
1338 59.0 60.0 66.0 0.0 0.0 0.0
1339 59.0 60.0 66.0 0.0 0.0 0.0
1340 59.0 60.0 66.0 0.0 0.0 0.0
1341 59.0 60.0 66.0 0.0 0.0 0.0
1342 59.0 60.0 66.0 0.0 0.0 0.0
1343 59.0 60.0 66.0 0.0 0.0 0.0
1344 59.0 60.0 66.0 0.0 0.0 0.0
1345 59.0 60.0 66.0 0.0 0.0 0.0
1346 59.0 60.0 66.0 0.0 0.0 0.0
1347 59.0 60.0 66.0 0.0 0.0 0.0
1348 59.0 60.0 66.0 0.0 0.0 0.0
1349 59.0 60.0 66.0 0.0 0.0 0.0
1350 59.0 60.0 66.0 0.0 0.0 0.0
1351 59.0 60.0 66.0 0.0 0.0 0.0
1352 59.0 60.0 66.0 0.0 0.0 0.0
1353 59.0 60.0 66.0 0.0 0.0 0.0
1354 59.0 60.0 66.0 0.0 0.0 0.0
1355 59.0 60.0 66.0 0.0 0.0 0.0
1356 59.0 60.0 66.0 0.0 0.0 0.0
1357 59.0 60.0 66.0 0.0 0.0 0.0
1358 59.0 60.0 66.0 0.0 0.0 0.0
1359 59.0 60.0 66.0 0.0 0.0 0.0
1360 59.0 60.0 66.0 0.0 0.0 0.0
1361 59.0 63.0 66.0 0.0 0.0 0.0
1362 59.0 63.0 66.0 0.0 0.0 0.0
1363 59.0 63.0 66.0 0.0 0.0 0.0
1364 59.0 63.0 66.0 0.0 0.0 0.0
1365 59.0 63.0 66.0 0.0 0.0 0.0
1366 59.0 63.0 66.0 0.0 0.0 0.0
1367 59.0 63.0 66.0 0.0 0.0 0.0
1368 59.0 63.0 66.0 0.0 0.0 0.0
1369 59.0 63.0 66.0 0.0 0.0 0.0
1370 59.0 63.0 66.0 0.0 0.0 0.0
1371 59.0 63.0 66.0 0.0 0.0 0.0
1372 59.0 63.0 66.0 0.0 0.0 0.0
1373 59.0 63.0 66.0 0.0 0.0 0.0
1374 59.0 63.0 66.0 0.0 0.0 0.0
1375 59.0 63.0 66.0 0.0 0.0 0.0
1376 59.0 63.0 66.0 0.0 0.0 0.0
1377 59.0 63.0 66.0 0.0 0.0 0.0
1378 59.0 63.0 66.0 0.0 0.0 0.0
1379 59.0 63.0 66.0 0.0 0.0 0.0
1380 59.0 63.0 66.0 0.0 0.0 0.0
1381 59.0 63.0 66.0 0.0 0.0 0.0
1382 59.0 63.0 66.0 0.0 0.0 0.0
1383 59.0 63.0 66.0 0.0 0.0 0.0
1384 59.0 63.0 66.0 0.0 0.0 0.0
1385 59.0 63.0 66.0 0.0 0.0 0.0
1386 59.0 63.0 66.0 0.0 0.0 0.0
1387 59.0 63.0 66.0 0.0 0.0 0.0
1388 59.0 63.0 66.0 0.0 0.0 0.0
1389 59.0 63.0 66.0 0.0 0.0 0.0
1390 59.0 63.0 66.0 0.0 0.0 0.0
1391 59.0 62.0 67.0 0.0 0.0 0.0
1392 59.0 62.0 67.0 0.0 0.0 0.0
1393 59.0 62.0 67.0 0.0 0.0 0.0
1394 59.0 62.0 67.0 0.0 0.0 0.0
1395 59.0 62.0 67.0 0.0 0.0 0.0
1396 59.0 62.0 67.0 0.0 0.0 0.0
1397 59.0 62.0 67.0 0.0 0.0 0.0
1398 59.0 62.0 67.0 0.0 0.0 0.0
1399 59.0 62.0 67.0 0.0 0.0 0.0
1400 59.0 62.0 67.0 0.0 0.0 0.0
1401 59.0 62.0 67.0 0.0 0.0 0.0
1402 59.0 62.0 67.0 0.0 0.0 0.0
1403 59.0 62.0 67.0 0.0 0.0 0.0
1404 59.0 62.0 67.0 0.0 0.0 0.0
1405 59.0 62.0 67.0 0.0 0.0 0.0
1406 59.0 62.0 67.0 0.0 0.0 0.0
1407 59.0 62.0 67.0 0.0 0.0 0.0
1408 59.0 62.0 67.0 0.0 0.0 0.0
1409 59.0 62.0 67.0 0.0 0.0 0.0
1410 59.0 62.0 67.0 0.0 0.0 0.0
1411 59.0 62.0 67.0 0.0 0.0 0.0
1412 59.0 62.0 67.0 0.0 0.0 0.0
1413 59.0 62.0 67.0 0.0 0.0 0.0
1414 59.0 62.0 67.0 0.0 0.0 0.0
1415 59.0 62.0 67.0 0.0 0.0 0.0
1416 59.0 62.0 67.0 0.0 0.0 0.0
1417 59.0 62.0 67.0 0.0 0.0 0.0
1418 59.0 62.0 67.0 0.0 0.0 0.0
1419 59.0 62.0 67.0 0.0 0.0 0.0
1420 59.0 62.0 67.0 0.0 0.0 0.0
1421 61.0 60.0 69.0 0.0 0.0 0.0
1422 61.0 60.0 69.0 0.0 0.0 0.0
1423 61.0 60.0 69.0 0.0 0.0 0.0
1424 61.0 60.0 69.0 0.0 0.0 0.0
1425 61.0 60.0 69.0 0.0 0.0 0.0
1426 61.0 60.0 69.0 0.0 0.0 0.0
1427 61.0 60.0 69.0 0.0 0.0 0.0
1428 61.0 60.0 69.0 0.0 0.0 0.0
1429 61.0 60.0 69.0 0.0 0.0 0.0
1430 61.0 60.0 69.0 0.0 0.0 0.0
1431 61.0 60.0 69.0 0.0 0.0 0.0
1432 61.0 60.0 69.0 0.0 0.0 0.0
1433 61.0 60.0 69.0 0.0 0.0 0.0
1434 61.0 60.0 69.0 0.0 0.0 0.0
1435 61.0 60.0 69.0 0.0 0.0 0.0
1436 61.0 60.0 69.0 0.0 0.0 0.0
1437 61.0 60.0 69.0 0.0 0.0 0.0
1438 61.0 60.0 69.0 0.0 0.0 0.0
1439 61.0 60.0 69.0 0.0 0.0 0.0
1440 61.0 60.0 69.0 0.0 0.0 0.0
1441 61.0 60.0 69.0 0.0 0.0 0.0
1442 61.0 60.0 69.0 0.0 0.0 0.0
1443 61.0 60.0 69.0 0.0 0.0 0.0
1444 61.0 60.0 69.0 0.0 0.0 0.0
1445 61.0 60.0 69.0 0.0 0.0 0.0
1446 61.0 60.0 69.0 0.0 0.0 0.0
1447 61.0 60.0 69.0 0.0 0.0 0.0
1448 61.0 60.0 69.0 0.0 0.0 0.0
1449 61.0 60.0 69.0 0.0 0.0 0.0
1450 61.0 60.0 69.0 0.0 0.0 0.0
1451 59.0 60.0 71.0 0.0 0.0 0.0
1452 59.0 60.0 71.0 0.0 0.0 0.0
1453 59.0 60.0 71.0 0.0 0.0 0.0
1454 59.0 60.0 71.0 0.0 0.0 0.0
1455 59.0 60.0 71.0 0.0 0.0 0.0
1456 59.0 60.0 71.0 0.0 0.0 0.0
1457 59.0 60.0 71.0 0.0 0.0 0.0
1458 59.0 60.0 71.0 0.0 0.0 0.0
1459 59.0 60.0 71.0 0.0 0.0 0.0
1460 59.0 60.0 71.0 0.0 0.0 0.0
1461 59.0 60.0 71.0 0.0 0.0 0.0
1462 59.0 60.0 71.0 0.0 0.0 0.0
1463 59.0 60.0 71.0 0.0 0.0 0.0
1464 59.0 60.0 71.0 0.0 0.0 0.0
1465 59.0 60.0 71.0 0.0 0.0 0.0
1466 59.0 60.0 71.0 0.0 0.0 0.0
1467 59.0 60.0 71.0 0.0 0.0 0.0
1468 59.0 60.0 71.0 0.0 0.0 0.0
1469 59.0 60.0 71.0 0.0 0.0 0.0
1470 59.0 60.0 71.0 0.0 0.0 0.0
1471 59.0 60.0 71.0 0.0 0.0 0.0
1472 59.0 60.0 71.0 0.0 0.0 0.0
1473 59.0 60.0 71.0 0.0 0.0 0.0
1474 59.0 60.0 71.0 0.0 0.0 0.0
1475 59.0 60.0 71.0 0.0 0.0 0.0
1476 59.0 60.0 71.0 0.0 0.0 0.0
1477 59.0 60.0 71.0 0.0 0.0 0.0
1478 59.0 60.0 71.0 0.0 0.0 0.0
1479 59.0 60.0 71.0 0.0 0.0 0.0
1480 59.0 60.0 71.0 0.0 0.0 0.0
1481 58.0 59.0 71.0 0.0 0.0 0.0
1482 58.0 59.0 71.0 0.0 0.0 0.0
1483 58.0 59.0 71.0 0.0 0.0 0.0
1484 58.0 59.0 71.0 0.0 0.0 0.0
1485 58.0 59.0 71.0 0.0 0.0 0.0
1486 58.0 59.0 71.0 0.0 0.0 0.0
1487 58.0 59.0 71.0 0.0 0.0 0.0
1488 58.0 59.0 71.0 0.0 0.0 0.0
1489 58.0 59.0 71.0 0.0 0.0 0.0
1490 58.0 59.0 71.0 0.0 0.0 0.0
1491 58.0 59.0 71.0 0.0 0.0 0.0
1492 58.0 59.0 71.0 0.0 0.0 0.0
1493 58.0 59.0 71.0 0.0 0.0 0.0
1494 58.0 59.0 71.0 0.0 0.0 0.0
1495 58.0 59.0 71.0 0.0 0.0 0.0
1496 58.0 59.0 71.0 0.0 0.0 0.0
1497 58.0 59.0 71.0 0.0 0.0 0.0
1498 58.0 59.0 71.0 0.0 0.0 0.0
1499 58.0 59.0 71.0 0.0 0.0 0.0
1500 58.0 59.0 71.0 0.0 0.0 0.0
1501 58.0 59.0 71.0 0.0 0.0 0.0
